Component_ID,Temperature,Voltage,Current,Power,Time
C0774,69.511,5.011,0.1926,0.9652,100
C0775,72.721,5.075,0.1918,0.9732,10
C0775,72.179,5.064,0.1981,1.0033,20
C0775,72.554,5.071,0.1921,0.9741,30
C0775,72.177,5.075,0.2016,1.023,40
C0775,72.208,5.055,0.1993,1.0077,50
C0775,72.394,5.065,0.1983,1.0045,60
C0775,71.502,5.069,0.1958,0.9926,70
C0775,72.757,5.06,0.1975,0.9996,80
C0775,72.347,5.055,0.1916,0.9685,90
C0775,72.556,5.052,0.1939,0.9793,100
C0776,71.277,5.01,0.1998,1.0008,10
C0776,70.57,5.022,0.1996,1.0023,20
C0776,71.153,5.019,0.2072,1.0401,30
C0776,72.008,5.02,0.2081,1.0447,40
C0776,70.243,5.039,0.2058,1.0371,50
C0776,71.512,5.012,0.2013,1.0088,60
C0776,71.816,5.027,0.2057,1.0341,70
C0776,71.013,5.011,0.2038,1.0214,80
C0776,71.912,5.021,0.209,1.0491,90
C0776,71.47,5.021,0.2057,1.0328,100
C0777,72.278,5.007,0.1922,0.9625,10
C0777,73.403,5.008,0.2031,1.0171,20
C0777,71.828,5.004,0.2001,1.0011,30
C0777,73.685,5.015,0.1933,0.9695,40
C0777,72.711,4.985,0.1973,0.9836,50
C0777,73.698,5.007,0.1994,0.9986,60
C0777,73.33,5.004,0.1874,0.9378,70
C0777,73.804,5.011,0.1921,0.9628,80
C0777,73.222,5.009,0.2024,1.0137,90
C0777,73.283,5.012,0.1979,0.992,100
C0778,70.951,4.995,0.2038,1.0182,10
C0778,70.338,5.002,0.195,0.9755,20
C0778,70.067,5.015,0.197,0.988,30
C0778,69.669,4.984,0.209,1.0417,40
C0778,69.77,4.987,0.1962,0.9785,50
C0778,70.681,4.992,0.2001,0.999,60
C0778,71.959,4.985,0.2016,1.005,70
C0778,71.049,4.987,0.204,1.0172,80
C0778,70.606,5.0,0.2016,1.0081,90
C0778,69.615,5.01,0.2103,1.0536,100
C0779,73.746,4.986,0.2027,1.0105,10
C0779,72.761,4.988,0.209,1.0423,20
C0779,73.091,4.985,0.2015,1.0045,30
C0779,72.419,4.994,0.1992,0.9949,40
C0779,73.451,5.015,0.2013,1.0093,50
C0779,72.76,4.997,0.2079,1.0389,60
C0779,73.455,4.994,0.1937,0.9673,70
C0779,73.113,5.004,0.2058,1.0296,80
C0779,73.931,4.989,0.2003,0.9995,90
C0779,73.073,5.003,0.2009,1.0051,100
C0780,72.574,5.034,0.1864,0.9385,10
C0780,72.951,5.034,0.1907,0.9599,20
C0780,72.523,5.022,0.1907,0.9578,30
C0780,73.351,5.022,0.1869,0.9387,40
C0780,72.948,5.037,0.1914,0.964,50
C0780,73.203,5.012,0.186,0.9324,60
C0780,72.654,5.037,0.1862,0.9377,70
C0780,73.539,5.017,0.1852,0.929,80
C0780,73.076,5.039,0.1863,0.9386,90
C0780,71.25,5.007,0.1883,0.9429,100
C0781,70.77,4.938,0.1837,0.9071,10
C0781,70.892,4.948,0.191,0.945,20
C0781,70.563,4.952,0.1927,0.9542,30
C0781,70.439,4.961,0.1879,0.9321,40
C0781,70.276,4.943,0.1829,0.9043,50
C0781,70.024,4.936,0.1856,0.9161,60
C0781,71.261,4.954,0.188,0.9314,70
C0781,70.353,4.953,0.1897,0.9396,80
C0781,70.099,4.959,0.1883,0.9335,90
C0781,70.946,4.954,0.1839,0.9109,100
C0782,80.233,5.022,0.2235,1.1223,10
C0782,82.544,5.037,0.2325,1.1709,20
C0782,81.567,5.044,0.2483,1.2523,30
C0782,85.872,5.068,0.2569,1.3018,40
C0782,87.597,5.073,0.2732,1.3859,50
C0782,87.713,5.091,0.2725,1.3876,60
C0782,89.28,5.123,0.2866,1.4685,70
C0782,91.486,5.123,0.2951,1.5119,80
C0782,96.247,5.146,0.3038,1.5632,90
C0782,96.743,5.147,0.3185,1.6391,100
C0783,73.31,4.985,0.2029,1.0113,10
C0783,71.994,4.972,0.2017,1.0028,20
C0783,73.705,4.988,0.2104,1.0497,30
C0783,72.732,5.005,0.2129,1.0653,40
C0783,73.475,4.98,0.2035,1.0136,50
C0783,73.572,5.006,0.2057,1.0297,60
C0783,72.504,5.006,0.2045,1.0236,70
C0783,74.326,4.993,0.2055,1.026,80
C0783,74.033,4.979,0.2049,1.0204,90
C0783,73.135,4.985,0.2083,1.0382,100
C0784,73.254,4.97,0.1939,0.9637,10
C0784,72.368,4.984,0.1959,0.9764,20
C0784,72.622,4.977,0.193,0.9605,30
C0784,73.176,4.98,0.1997,0.9948,40
C0784,72.143,4.977,0.1964,0.9774,50
C0784,72.734,4.991,0.1956,0.976,60
C0784,73.258,4.987,0.1968,0.9818,70
C0784,72.24,4.991,0.1936,0.9662,80
C0784,72.798,4.983,0.1964,0.9789,90
C0784,72.577,4.976,0.1908,0.9494,100
C0785,70.59,5.0,0.2041,1.0204,10
C0785,70.962,5.021,0.1987,0.9975,20
C0785,70.107,5.018,0.1956,0.9813,30
C0785,70.354,5.005,0.202,1.0109,40
C0785,71.582,5.002,0.2084,1.0423,50
C0785,70.312,5.008,0.2064,1.0338,60
C0785,71.751,4.982,0.2139,1.0659,70
C0785,71.028,5.015,0.2018,1.0118,80
C0785,72.502,5.025,0.2115,1.0629,90
C0785,71.505,5.021,0.1989,0.9988,100
C0786,72.148,4.987,0.1941,0.9678,10
C0786,71.619,4.975,0.2024,1.0069,20
C0786,72.209,4.977,0.1972,0.9817,30
C0786,70.994,4.973,0.2052,1.0203,40
C0786,71.689,4.955,0.197,0.9761,50
C0786,72.018,4.967,0.2017,1.0016,60
C0786,72.242,4.958,0.1995,0.9893,70
C0786,71.289,4.974,0.2043,1.0161,80
C0786,70.715,4.97,0.2047,1.0173,90
C0786,70.49,4.97,0.1963,0.9757,100
C0787,70.754,5.004,0.2041,1.0216,10
C0787,70.335,4.992,0.203,1.0132,20
C0787,69.552,5.006,0.2001,1.0019,30
C0787,70.816,5.002,0.2001,1.001,40
C0787,70.653,4.987,0.197,0.9823,50
C0787,71.613,5.005,0.2038,1.0201,60
C0787,70.34,4.999,0.2017,1.0082,70
C0787,71.27,4.997,0.2015,1.0068,80
C0787,70.973,5.008,0.1988,0.9954,90
C0787,71.316,4.984,0.1951,0.9722,100
C0788,72.865,4.989,0.1939,0.9676,10
C0788,72.379,4.98,0.1952,0.9721,20
C0788,72.831,4.998,0.194,0.9695,30
C0788,73.244,4.99,0.1878,0.9371,40
C0788,72.053,4.983,0.1919,0.9563,50
C0788,72.956,5.005,0.1947,0.9746,60
C0788,73.186,5.006,0.1813,0.9075,70
C0788,72.537,5.007,0.1849,0.9259,80
C0788,72.776,5.003,0.1914,0.9574,90
C0788,72.942,5.004,0.1903,0.9523,100
C0789,70.939,4.981,0.2043,1.0175,10
C0789,70.621,4.982,0.2058,1.0256,20
C0789,70.349,4.971,0.2045,1.0165,30
C0789,70.663,4.977,0.2133,1.0616,40
C0789,71.421,4.982,0.2145,1.0687,50
C0789,70.797,4.984,0.2084,1.0385,60
C0789,71.15,4.972,0.2058,1.0234,70
C0789,70.38,4.983,0.2071,1.0319,80
C0789,69.737,4.984,0.2079,1.0363,90
C0789,71.889,4.989,0.2115,1.0551,100
C0790,68.809,4.979,0.2071,1.0313,10
C0790,69.088,4.997,0.2096,1.0471,20
C0790,69.712,4.99,0.2115,1.0556,30
C0790,69.045,4.978,0.207,1.0302,40
C0790,70.321,4.99,0.2119,1.0572,50
C0790,70.593,4.998,0.2027,1.0132,60
C0790,70.394,4.988,0.2141,1.0681,70
C0790,70.411,4.984,0.2117,1.0552,80
C0790,70.645,4.982,0.2069,1.0309,90
C0790,70.108,5.003,0.2091,1.0462,100
C0791,73.181,5.012,0.2131,1.0682,10
C0791,72.176,5.008,0.2084,1.0436,20
C0791,71.854,5.02,0.2209,1.1088,30
C0791,72.617,5.006,0.2011,1.0069,40
C0791,73.606,5.0,0.2089,1.0443,50
C0791,72.405,5.013,0.2148,1.0767,60
C0791,72.071,5.017,0.2127,1.067,70
C0791,72.285,5.01,0.2121,1.0624,80
C0791,71.831,5.001,0.2103,1.0519,90
C0791,72.857,5.017,0.2137,1.0721,100
C0792,71.778,5.018,0.2027,1.0171,10
C0792,71.55,5.01,0.2041,1.0228,20
C0792,72.207,5.031,0.2028,1.0203,30
C0792,72.31,5.042,0.203,1.0237,40
C0792,72.086,5.0,0.1993,0.9963,50
C0792,71.726,5.013,0.2125,1.065,60
C0792,72.03,5.032,0.2042,1.0275,70
C0792,71.069,5.017,0.2053,1.0302,80
C0792,71.289,5.029,0.2071,1.0418,90
C0792,71.674,5.004,0.2112,1.0567,100
C0793,80.473,5.014,0.2091,1.0483,10
C0793,81.379,5.014,0.2269,1.1375,20
C0793,81.034,5.067,0.2166,1.0974,30
C0793,84.836,5.071,0.2428,1.2315,40
C0793,85.149,5.086,0.2506,1.2746,50
C0793,86.145,5.099,0.258,1.3154,60
C0793,88.595,5.12,0.2613,1.3379,70
C0793,90.276,5.133,0.2797,1.4356,80
C0793,93.108,5.158,0.2896,1.4939,90
C0793,94.917,5.168,0.297,1.5352,100
C0794,74.997,5.142,0.2164,1.1126,10
C0794,77.411,5.15,0.2321,1.1954,20
C0794,79.565,5.156,0.2278,1.1742,30
C0794,83.042,5.211,0.2462,1.2829,40
C0794,82.947,5.22,0.2535,1.3231,50
C0794,85.454,5.235,0.2674,1.4,60
C0794,88.69,5.27,0.2771,1.4602,70
C0794,89.085,5.259,0.2892,1.5211,80
C0794,92.742,5.289,0.2932,1.5509,90
C0794,92.061,5.31,0.3115,1.6541,100
C0795,71.571,4.999,0.1999,0.9995,10
C0795,70.529,5.023,0.1995,1.002,20
C0795,70.482,5.039,0.2023,1.0192,30
C0795,71.597,5.022,0.1931,0.9697,40
C0795,71.528,5.029,0.1858,0.9344,50
C0795,71.012,5.016,0.1909,0.9577,60
C0795,70.757,5.009,0.2,1.002,70
C0795,70.831,5.02,0.1926,0.9669,80
C0795,70.854,5.026,0.1926,0.968,90
C0795,71.547,5.037,0.1894,0.9543,100
C0796,72.611,4.955,0.1959,0.9705,10
C0796,72.456,4.938,0.2132,1.0526,20
C0796,72.853,4.949,0.2054,1.0166,30
C0796,72.723,4.937,0.2067,1.0208,40
C0796,72.137,4.969,0.213,1.0586,50
C0796,73.122,4.932,0.2106,1.0387,60
C0796,72.597,4.959,0.2084,1.0336,70
C0796,72.48,4.949,0.1999,0.9895,80
C0796,72.024,4.951,0.2117,1.048,90
C0796,72.154,4.946,0.2007,0.993,100
C0797,74.397,5.037,0.2013,1.0141,10
C0797,73.55,5.034,0.2024,1.019,20
C0797,74.371,5.038,0.1968,0.9917,30
C0797,74.441,5.04,0.1958,0.987,40
C0797,72.967,5.043,0.1958,0.9875,50
C0797,73.352,5.029,0.1966,0.9886,60
C0797,72.642,5.036,0.2011,1.0129,70
C0797,73.179,5.027,0.1936,0.9731,80
C0797,73.282,5.021,0.1998,1.0031,90
C0797,75.004,5.023,0.201,1.0097,100
C0798,72.529,4.974,0.2095,1.0422,10
C0798,73.601,4.997,0.2092,1.0451,20
C0798,72.758,4.991,0.2015,1.0056,30
C0798,73.537,4.982,0.2018,1.0054,40
C0798,73.37,4.986,0.2022,1.0083,50
C0798,71.87,5.004,0.2021,1.0114,60
C0798,72.537,4.985,0.2032,1.0129,70
C0798,72.248,5.017,0.1953,0.9801,80
C0798,72.926,4.999,0.2018,1.0086,90
C0798,73.324,4.99,0.211,1.0528,100
C0799,71.208,5.007,0.2177,1.09,10
C0799,71.372,5.026,0.2195,1.1031,20
C0799,71.149,5.027,0.2261,1.1364,30
C0799,71.342,5.022,0.2099,1.0542,40
C0799,71.6,5.022,0.2181,1.0955,50
C0799,71.889,5.011,0.2237,1.1212,60
C0799,71.575,5.007,0.2185,1.0942,70
C0799,72.375,5.025,0.2166,1.0884,80
C0799,72.885,5.018,0.2118,1.0631,90
C0799,72.178,5.018,0.2184,1.0958,100
C0800,73.832,5.005,0.1947,0.9745,10
C0800,72.901,4.986,0.197,0.9825,20
C0800,72.629,4.995,0.1851,0.9244,30
C0800,74.344,4.983,0.1998,0.9955,40
C0800,74.37,4.986,0.188,0.9373,50
C0800,73.45,4.985,0.1893,0.9435,60
C0800,72.338,4.982,0.1864,0.9287,70
C0800,73.664,4.997,0.1938,0.9686,80
C0800,73.539,4.978,0.1917,0.9543,90
C0800,73.809,4.981,0.1913,0.9531,100
C0801,75.515,4.988,0.1991,0.9933,10
C0801,74.701,4.995,0.1997,0.9974,20
C0801,74.127,5.003,0.1993,0.9971,30
C0801,74.782,4.995,0.2036,1.0167,40
C0801,74.962,4.992,0.1992,0.9944,50
C0801,74.622,4.984,0.1976,0.9849,60
C0801,75.007,4.998,0.197,0.9845,70
C0801,74.617,4.979,0.2014,1.0027,80
C0801,74.487,5.016,0.2032,1.0192,90
C0801,74.117,4.985,0.2034,1.014,100
C0802,73.562,4.982,0.205,1.0214,10
C0802,73.419,4.982,0.1983,0.9879,20
C0802,73.417,4.972,0.197,0.9796,30
C0802,73.014,4.98,0.2037,1.0142,40
C0802,72.558,4.968,0.2048,1.0175,50
C0802,73.624,4.986,0.2074,1.0341,60
C0802,73.642,4.973,0.2024,1.0065,70
C0802,74.315,5.005,0.2038,1.0199,80
C0802,73.64,4.984,0.202,1.007,90
C0802,74.017,4.987,0.2033,1.0141,100
C0803,74.695,4.959,0.1908,0.9463,10
C0803,75.696,4.973,0.1894,0.9422,20
C0803,75.543,4.974,0.1984,0.9871,30
C0803,74.769,4.959,0.1973,0.9786,40
C0803,75.627,4.96,0.1956,0.97,50
C0803,74.762,4.981,0.1973,0.9826,60
C0803,75.863,4.963,0.1919,0.9521,70
C0803,74.909,4.966,0.1961,0.9738,80
C0803,74.485,4.986,0.2016,1.0052,90
C0803,75.797,4.976,0.1941,0.966,100
C0804,72.022,5.01,0.2175,1.0894,10
C0804,70.676,5.001,0.2223,1.1118,20
C0804,72.254,5.007,0.2106,1.0543,30
C0804,71.452,4.996,0.2192,1.095,40
C0804,73.097,5.001,0.2125,1.0626,50
C0804,72.411,5.0,0.2098,1.0489,60
C0804,72.257,4.991,0.2146,1.0712,70
C0804,72.583,4.983,0.2189,1.0909,80
C0804,72.619,5.005,0.2128,1.0649,90
C0804,71.38,4.997,0.2161,1.0799,100
C0805,74.356,5.0,0.2081,1.0406,10
C0805,73.946,5.021,0.2069,1.039,20
C0805,72.391,5.011,0.2152,1.0782,30
C0805,73.574,5.031,0.2064,1.0381,40
C0805,73.051,4.997,0.2101,1.0496,50
C0805,73.563,4.997,0.2142,1.0703,60
C0805,73.657,4.994,0.2122,1.0595,70
C0805,73.244,5.005,0.2133,1.0674,80
C0805,74.096,5.014,0.2099,1.0524,90
C0805,72.912,5.001,0.2098,1.0492,100
C0806,74.405,5.013,0.187,0.9374,10
C0806,73.803,5.014,0.1969,0.9871,20
C0806,73.977,5.007,0.1924,0.9634,30
C0806,74.337,5.015,0.1912,0.959,40
C0806,74.905,5.026,0.1942,0.9762,50
C0806,73.609,5.049,0.1961,0.99,60
C0806,74.629,5.008,0.1957,0.9799,70
C0806,74.019,5.018,0.1852,0.9291,80
C0806,73.574,5.024,0.1959,0.9843,90
C0806,74.73,5.026,0.1916,0.9631,100
C0807,72.483,4.969,0.2041,1.0142,10
C0807,72.187,4.977,0.202,1.0052,20
C0807,72.854,4.956,0.197,0.9764,30
C0807,72.027,4.977,0.1998,0.9943,40
C0807,72.006,4.979,0.1978,0.9847,50
C0807,71.78,4.974,0.2087,1.038,60
C0807,71.998,4.963,0.1968,0.9768,70
C0807,71.791,4.982,0.1976,0.9847,80
C0807,72.193,4.968,0.1939,0.9631,90
C0807,71.813,4.944,0.1998,0.9879,100
C0808,74.058,4.981,0.1937,0.965,10
C0808,72.273,4.992,0.1866,0.9317,20
C0808,71.991,4.996,0.1918,0.9585,30
C0808,73.421,4.991,0.1991,0.9937,40
C0808,72.895,4.997,0.1848,0.9234,50
C0808,72.366,4.996,0.1899,0.9487,60
C0808,72.847,4.983,0.1907,0.9503,70
C0808,72.805,4.979,0.1928,0.96,80
C0808,71.714,4.993,0.1973,0.985,90
C0808,73.143,4.998,0.1866,0.9328,100
C0809,69.044,5.009,0.2068,1.0358,10
C0809,69.085,5.014,0.2048,1.0269,20
C0809,69.669,5.033,0.2047,1.0304,30
C0809,71.682,5.034,0.2056,1.0353,40
C0809,69.146,5.043,0.201,1.0135,50
C0809,69.129,5.025,0.2048,1.0289,60
C0809,69.398,5.018,0.1994,1.0007,70
C0809,69.798,5.033,0.2056,1.0346,80
C0809,68.742,5.019,0.2067,1.0375,90
C0809,69.42,5.029,0.2135,1.0738,100
C0810,68.797,4.948,0.1846,0.9137,10
C0810,68.153,4.958,0.1814,0.8994,20
C0810,69.669,4.966,0.1883,0.9352,30
C0810,68.633,4.965,0.1833,0.91,40
C0810,69.5,4.956,0.1773,0.8788,50
C0810,67.419,4.973,0.1848,0.9193,60
C0810,68.945,4.972,0.1763,0.8766,70
C0810,68.403,4.954,0.1859,0.921,80
C0810,68.203,4.945,0.1781,0.8805,90
C0810,69.308,4.949,0.1807,0.8944,100
C0811,71.244,5.051,0.2031,1.0257,10
C0811,70.82,5.027,0.2074,1.0427,20
C0811,69.961,5.028,0.2055,1.0332,30
C0811,71.286,5.058,0.2009,1.016,40
C0811,71.758,5.041,0.2057,1.0368,50
C0811,71.398,5.048,0.2043,1.0315,60
C0811,71.472,5.032,0.2038,1.0254,70
C0811,71.658,5.043,0.2031,1.0239,80
C0811,70.167,5.058,0.198,1.0015,90
C0811,70.925,5.035,0.2047,1.0305,100
C0812,72.078,5.008,0.2114,1.0585,10
C0812,72.007,4.99,0.2079,1.0372,20
C0812,72.984,4.977,0.2178,1.0842,30
C0812,71.951,5.001,0.2124,1.0622,40
C0812,72.675,4.987,0.2137,1.0657,50
C0812,72.594,4.979,0.2084,1.0376,60
C0812,72.188,4.986,0.2173,1.0833,70
C0812,72.517,4.985,0.2103,1.0485,80
C0812,72.21,4.99,0.208,1.0378,90
C0812,72.025,5.001,0.213,1.0652,100
C0813,74.708,4.991,0.1937,0.9669,10
C0813,73.425,4.977,0.1977,0.9839,20
C0813,74.183,5.005,0.199,0.996,30
C0813,74.357,4.997,0.2053,1.0258,40
C0813,74.642,4.978,0.1935,0.9635,50
C0813,73.584,4.987,0.1964,0.9794,60
C0813,72.986,4.974,0.2114,1.0513,70
C0813,73.83,5.004,0.1984,0.9928,80
C0813,74.437,4.984,0.1994,0.9937,90
C0813,74.428,4.982,0.1946,0.9693,100
C0814,70.249,4.987,0.1959,0.977,10
C0814,71.46,5.023,0.1876,0.9421,20
C0814,71.253,5.01,0.1911,0.9576,30
C0814,70.242,4.991,0.1913,0.955,40
C0814,70.914,5.015,0.1979,0.9924,50
C0814,69.823,4.994,0.1986,0.992,60
C0814,70.354,5.001,0.1866,0.9334,70
C0814,71.484,4.983,0.1869,0.9312,80
C0814,71.423,5.021,0.1923,0.9655,90
C0814,70.764,5.011,0.1946,0.9752,100
C0815,71.882,4.95,0.1859,0.9201,10
C0815,72.457,4.952,0.1846,0.9142,20
C0815,72.557,4.962,0.1841,0.9134,30
C0815,71.499,4.957,0.1856,0.9202,40
C0815,72.821,4.945,0.1825,0.9025,50
C0815,71.94,4.96,0.1859,0.9222,60
C0815,72.267,4.95,0.1914,0.9473,70
C0815,72.61,4.94,0.1909,0.9431,80
C0815,72.674,4.966,0.1852,0.9197,90
C0815,71.756,4.954,0.188,0.9312,100
C0816,73.787,4.984,0.203,1.0117,10
C0816,73.207,4.996,0.2128,1.063,20
C0816,74.451,5.007,0.2088,1.0457,30
C0816,72.643,5.01,0.2094,1.0489,40
C0816,72.434,5.01,0.1999,1.0016,50
C0816,72.596,5.016,0.2016,1.0111,60
C0816,73.348,5.013,0.2044,1.0245,70
C0816,73.67,5.001,0.207,1.0351,80
C0816,73.642,5.004,0.2036,1.0187,90
C0816,73.989,5.006,0.2132,1.0672,100
C0817,72.665,5.055,0.1962,0.9915,10
C0817,73.968,5.076,0.2007,1.0186,20
C0817,73.556,5.078,0.1935,0.9827,30
C0817,73.919,5.075,0.194,0.9845,40
C0817,73.529,5.058,0.2018,1.0206,50
C0817,73.399,5.061,0.2014,1.0193,60
C0817,73.813,5.066,0.2029,1.0276,70
C0817,73.16,5.08,0.1994,1.0127,80
C0817,74.031,5.062,0.1962,0.9932,90
C0817,72.855,5.073,0.1991,1.0101,100
C0818,72.304,5.029,0.2154,1.0833,10
C0818,73.362,5.017,0.2125,1.0661,20
C0818,72.225,5.024,0.2234,1.1224,30
C0818,72.448,5.015,0.2088,1.047,40
C0818,73.181,5.015,0.216,1.0834,50
C0818,72.022,5.011,0.2158,1.0814,60
C0818,72.051,5.028,0.2154,1.0829,70
C0818,72.758,5.021,0.2161,1.0852,80
C0818,71.876,4.999,0.2162,1.0808,90
C0818,72.529,5.018,0.2075,1.0411,100
C0819,72.732,5.053,0.1969,0.995,10
C0819,71.838,5.054,0.1984,1.0024,20
C0819,71.402,5.039,0.2006,1.0107,30
C0819,71.808,5.07,0.1982,1.0047,40
C0819,70.843,5.056,0.1986,1.0042,50
C0819,71.493,5.059,0.2003,1.0134,60
C0819,71.033,5.048,0.2027,1.0232,70
C0819,71.164,5.051,0.1992,1.0063,80
C0819,71.059,5.052,0.1978,0.9992,90
C0819,71.557,5.038,0.1983,0.999,100
C0820,70.773,5.011,0.2012,1.008,10
C0820,72.299,5.008,0.1962,0.9826,20
C0820,70.529,5.011,0.1949,0.9769,30
C0820,71.558,4.994,0.1996,0.9968,40
C0820,70.436,5.01,0.1933,0.9682,50
C0820,71.236,5.0,0.1986,0.993,60
C0820,70.835,4.998,0.1988,0.9936,70
C0820,70.471,4.992,0.1968,0.9822,80
C0820,70.834,4.992,0.2019,1.0078,90
C0820,70.871,5.0,0.1929,0.9644,100
C0821,80.35,5.101,0.2353,1.2005,10
C0821,80.503,5.107,0.2504,1.2786,20
C0821,80.584,5.105,0.2609,1.3317,30
C0821,84.766,5.151,0.269,1.3856,40
C0821,84.717,5.175,0.2789,1.4432,50
C0821,86.434,5.172,0.2798,1.4474,60
C0821,90.569,5.2,0.2989,1.5543,70
C0821,89.599,5.212,0.3065,1.5975,80
C0821,92.245,5.235,0.3176,1.6627,90
C0821,94.331,5.24,0.3292,1.7253,100
C0822,70.802,5.025,0.1929,0.9691,10
C0822,71.918,5.023,0.195,0.9793,20
C0822,71.751,5.02,0.1918,0.9627,30
C0822,71.294,5.021,0.1912,0.9601,40
C0822,73.008,5.02,0.1923,0.9651,50
C0822,72.577,5.014,0.197,0.9876,60
C0822,73.084,5.023,0.1893,0.9507,70
C0822,73.002,5.031,0.1918,0.9648,80
C0822,72.882,5.036,0.1901,0.9574,90
C0822,72.175,5.029,0.1916,0.9633,100
C0823,72.291,4.955,0.1978,0.98,10
C0823,72.308,4.971,0.1968,0.9784,20
C0823,72.792,4.952,0.194,0.9609,30
C0823,73.645,4.945,0.1983,0.9806,40
C0823,73.729,4.939,0.2042,1.0083,50
C0823,73.188,4.953,0.2021,1.0012,60
C0823,73.251,4.93,0.1989,0.9803,70
C0823,72.626,4.963,0.203,1.0076,80
C0823,73.181,4.971,0.1943,0.9657,90
C0823,74.023,4.953,0.1993,0.9873,100
C0824,71.724,5.044,0.1993,1.0052,10
C0824,71.03,5.035,0.2043,1.0284,20
C0824,70.669,5.02,0.2014,1.0109,30
C0824,71.119,5.015,0.2008,1.0072,40
C0824,71.601,5.021,0.1989,0.9988,50
C0824,70.853,5.013,0.1967,0.9861,60
C0824,71.243,5.009,0.197,0.9868,70
C0824,71.251,5.036,0.1974,0.9943,80
C0824,70.451,5.022,0.1964,0.9864,90
C0824,71.53,5.021,0.1878,0.9431,100
C0825,71.059,4.994,0.1809,0.9036,10
C0825,70.449,5.005,0.179,0.8959,20
C0825,69.348,4.99,0.1771,0.8837,30
C0825,69.75,5.003,0.1752,0.8764,40
C0825,70.326,4.988,0.1814,0.9048,50
C0825,70.199,5.005,0.1857,0.9293,60
C0825,69.932,5.017,0.1683,0.8445,70
C0825,70.251,5.009,0.1811,0.9073,80
C0825,70.059,4.998,0.182,0.9098,90
C0825,70.757,4.984,0.1838,0.9159,100
C0826,78.442,5.05,0.2254,1.1381,10
C0826,78.86,5.072,0.2292,1.1625,20
C0826,79.489,5.094,0.2368,1.2062,30
C0826,83.043,5.11,0.2538,1.297,40
C0826,86.419,5.131,0.2615,1.3418,50
C0826,87.615,5.147,0.2758,1.4195,60
C0826,88.476,5.167,0.2894,1.4954,70
C0826,89.753,5.18,0.2846,1.4742,80
C0826,93.779,5.188,0.3036,1.5753,90
C0826,94.966,5.232,0.3056,1.5988,100
C0827,73.564,5.0,0.2084,1.0423,10
C0827,72.284,5.002,0.1993,0.9968,20
C0827,73.831,4.997,0.2044,1.0215,30
C0827,72.48,4.987,0.204,1.0174,40
C0827,73.878,5.009,0.2038,1.0208,50
C0827,72.577,4.998,0.2074,1.0367,60
C0827,72.956,4.989,0.2051,1.0232,70
C0827,72.686,4.989,0.2022,1.0086,80
C0827,73.229,4.99,0.2022,1.0092,90
C0827,72.915,4.989,0.2086,1.0406,100
C0828,75.17,5.033,0.2006,1.0095,10
C0828,73.995,5.022,0.197,0.9891,20
C0828,74.822,5.032,0.1981,0.9971,30
C0828,74.206,5.019,0.1938,0.9729,40
C0828,74.531,5.03,0.2009,1.0106,50
C0828,75.227,5.038,0.1967,0.9912,60
C0828,74.504,5.024,0.191,0.9599,70
C0828,74.348,5.033,0.1912,0.9623,80
C0828,74.866,5.031,0.1942,0.9773,90
C0828,75.461,5.008,0.1943,0.9731,100
C0829,71.584,4.973,0.1943,0.9663,10
C0829,71.825,4.986,0.1849,0.9218,20
C0829,72.156,4.994,0.1851,0.9244,30
C0829,71.481,4.982,0.1832,0.9126,40
C0829,72.245,4.994,0.1831,0.9142,50
C0829,72.546,4.996,0.1774,0.8863,60
C0829,71.355,4.981,0.1911,0.9516,70
C0829,72.28,4.978,0.1953,0.972,80
C0829,71.597,4.978,0.1841,0.9167,90
C0829,71.91,4.996,0.1852,0.9251,100
C0830,72.889,5.001,0.1892,0.9461,10
C0830,73.056,5.002,0.1919,0.9602,20
C0830,72.103,4.985,0.1954,0.974,30
C0830,72.403,4.994,0.1943,0.9703,40
C0830,71.345,5.001,0.1884,0.9421,50
C0830,72.331,4.98,0.1963,0.9774,60
C0830,72.309,5.002,0.1995,0.998,70
C0830,72.941,4.982,0.1959,0.9757,80
C0830,73.519,4.999,0.1928,0.9636,90
C0830,72.265,4.994,0.1914,0.9557,100
C0831,71.378,5.022,0.191,0.9592,10
C0831,71.327,5.037,0.1968,0.9915,20
C0831,71.83,5.028,0.2009,1.0099,30
C0831,71.196,5.059,0.196,0.9916,40
C0831,72.484,5.046,0.2014,1.0164,50
C0831,71.831,5.038,0.1966,0.9906,60
C0831,71.692,5.045,0.2016,1.0171,70
C0831,70.843,5.04,0.2042,1.0292,80
C0831,71.623,5.051,0.1989,1.0045,90
C0831,70.994,5.043,0.1963,0.99,100
C0832,76.288,4.962,0.1961,0.9732,10
C0832,76.369,4.978,0.2015,1.0031,20
C0832,76.049,4.96,0.2007,0.9955,30
C0832,77.405,4.981,0.1952,0.9722,40
C0832,77.367,4.953,0.1984,0.9826,50
C0832,77.066,4.95,0.2076,1.0274,60
C0832,77.57,4.977,0.1953,0.9722,70
C0832,76.733,4.978,0.1947,0.9693,80
C0832,76.665,4.98,0.1932,0.9622,90
C0832,76.973,4.953,0.1954,0.9679,100
C0833,71.897,4.961,0.2041,1.0126,10
C0833,71.639,4.949,0.1984,0.9819,20
C0833,72.403,4.948,0.1941,0.9605,30
C0833,71.586,4.956,0.1921,0.9521,40
C0833,72.681,4.967,0.1854,0.9209,50
